===== Simulation Results =====
Best Fitness (Jain Fairness Index): 0.9541
Average Response Time of Best Solution: 18.24 ms

Response Time Statistics by Priority:
  Priority 1: Mean=19.86 ms (Limit: 50 ms) [OK]
  Priority 2: Mean=16.15 ms (Limit: 40 ms) [OK]
  Priority 3: Mean=15.18 ms (Limit: 30 ms) [OK]

User-to-Server Assignment:
  User 0 -> Server 9 (Cloud)
  User 1 -> Server 1 (Edge)
  User 2 -> Server 3 (Edge)
  User 3 -> Server 7 (Edge)
  User 4 -> Server 1 (Edge)
  User 5 -> Server 7 (Edge)
  User 6 -> Server 7 (Edge)
  User 7 -> Server 3 (Edge)
  User 8 -> Server 3 (Edge)
  User 9 -> Server 0 (Edge)
  User 10 -> Server 1 (Edge)
  User 11 -> Server 1 (Edge)
  User 12 -> Server 4 (Edge)
  User 13 -> Server 0 (Edge)
  User 14 -> Server 3 (Edge)
  User 15 -> Server 3 (Edge)
  User 16 -> Server 3 (Edge)
  User 17 -> Server 7 (Edge)
  User 18 -> Server 1 (Edge)
  User 19 -> Server 3 (Edge)
  User 20 -> Server 4 (Edge)
  User 21 -> Server 1 (Edge)
  User 22 -> Server 1 (Edge)
  User 23 -> Server 0 (Edge)
  User 24 -> Server 4 (Edge)
  User 25 -> Server 3 (Edge)
  User 26 -> Server 0 (Edge)
  User 27 -> Server 0 (Edge)
  User 28 -> Server 1 (Edge)
  User 29 -> Server 4 (Edge)
  User 30 -> Server 0 (Edge)
  User 31 -> Server 7 (Edge)
  User 32 -> Server 3 (Edge)
  User 33 -> Server 7 (Edge)
  User 34 -> Server 4 (Edge)
  User 35 -> Server 4 (Edge)
  User 36 -> Server 3 (Edge)
  User 37 -> Server 4 (Edge)
  User 38 -> Server 4 (Edge)
  User 39 -> Server 0 (Edge)
  User 40 -> Server 7 (Edge)
  User 41 -> Server 8 (Edge)
  User 42 -> Server 0 (Edge)
  User 43 -> Server 0 (Edge)
  User 44 -> Server 4 (Edge)
  User 45 -> Server 3 (Edge)
  User 46 -> Server 7 (Edge)
  User 47 -> Server 6 (Edge)
  User 48 -> Server 4 (Edge)
  User 49 -> Server 6 (Edge)
  User 50 -> Server 3 (Edge)
  User 51 -> Server 4 (Edge)
  User 52 -> Server 7 (Edge)
  User 53 -> Server 4 (Edge)
  User 54 -> Server 3 (Edge)
  User 55 -> Server 4 (Edge)
  User 56 -> Server 3 (Edge)
  User 57 -> Server 3 (Edge)
  User 58 -> Server 7 (Edge)
  User 59 -> Server 0 (Edge)
  User 60 -> Server 2 (Edge)
  User 61 -> Server 3 (Edge)
  User 62 -> Server 4 (Edge)
  User 63 -> Server 1 (Edge)
  User 64 -> Server 3 (Edge)
  User 65 -> Server 1 (Edge)
  User 66 -> Server 1 (Edge)
  User 67 -> Server 7 (Edge)
  User 68 -> Server 7 (Edge)
  User 69 -> Server 3 (Edge)
  User 70 -> Server 3 (Edge)
  User 71 -> Server 1 (Edge)
  User 72 -> Server 1 (Edge)
  User 73 -> Server 1 (Edge)
  User 74 -> Server 0 (Edge)
  User 75 -> Server 1 (Edge)
  User 76 -> Server 3 (Edge)
  User 77 -> Server 3 (Edge)
  User 78 -> Server 1 (Edge)
  User 79 -> Server 3 (Edge)
  User 80 -> Server 4 (Edge)
  User 81 -> Server 3 (Edge)
  User 82 -> Server 0 (Edge)
  User 83 -> Server 4 (Edge)
  User 84 -> Server 3 (Edge)
  User 85 -> Server 4 (Edge)
  User 86 -> Server 3 (Edge)
  User 87 -> Server 0 (Edge)
  User 88 -> Server 4 (Edge)
  User 89 -> Server 0 (Edge)
  User 90 -> Server 4 (Edge)
  User 91 -> Server 7 (Edge)
  User 92 -> Server 7 (Edge)
  User 93 -> Server 3 (Edge)
  User 94 -> Server 7 (Edge)
  User 95 -> Server 3 (Edge)
  User 96 -> Server 2 (Edge)
  User 97 -> Server 7 (Edge)
  User 98 -> Server 0 (Edge)
  User 99 -> Server 3 (Edge)
  User 100 -> Server 7 (Edge)
  User 101 -> Server 0 (Edge)
  User 102 -> Server 4 (Edge)
  User 103 -> Server 3 (Edge)
  User 104 -> Server 3 (Edge)
  User 105 -> Server 3 (Edge)
  User 106 -> Server 4 (Edge)
  User 107 -> Server 4 (Edge)
  User 108 -> Server 3 (Edge)
  User 109 -> Server 7 (Edge)
  User 110 -> Server 0 (Edge)
  User 111 -> Server 7 (Edge)
  User 112 -> Server 3 (Edge)
  User 113 -> Server 7 (Edge)
  User 114 -> Server 3 (Edge)
  User 115 -> Server 7 (Edge)
  User 116 -> Server 8 (Edge)
  User 117 -> Server 7 (Edge)
  User 118 -> Server 4 (Edge)
  User 119 -> Server 1 (Edge)
  User 120 -> Server 3 (Edge)
  User 121 -> Server 0 (Edge)
  User 122 -> Server 7 (Edge)
  User 123 -> Server 0 (Edge)
  User 124 -> Server 3 (Edge)
  User 125 -> Server 1 (Edge)
  User 126 -> Server 3 (Edge)
  User 127 -> Server 1 (Edge)
  User 128 -> Server 1 (Edge)
  User 129 -> Server 3 (Edge)
  User 130 -> Server 0 (Edge)
  User 131 -> Server 7 (Edge)
  User 132 -> Server 0 (Edge)
  User 133 -> Server 1 (Edge)
  User 134 -> Server 7 (Edge)
  User 135 -> Server 1 (Edge)
  User 136 -> Server 0 (Edge)
  User 137 -> Server 0 (Edge)
  User 138 -> Server 0 (Edge)
  User 139 -> Server 3 (Edge)
  User 140 -> Server 7 (Edge)
  User 141 -> Server 7 (Edge)
  User 142 -> Server 4 (Edge)
  User 143 -> Server 1 (Edge)
  User 144 -> Server 3 (Edge)
  User 145 -> Server 3 (Edge)
  User 146 -> Server 1 (Edge)
  User 147 -> Server 3 (Edge)
  User 148 -> Server 1 (Edge)
  User 149 -> Server 1 (Edge)
  User 150 -> Server 0 (Edge)
  User 151 -> Server 2 (Edge)
  User 152 -> Server 9 (Cloud)
  User 153 -> Server 9 (Cloud)
  User 154 -> Server 6 (Edge)
  User 155 -> Server 2 (Edge)
  User 156 -> Server 7 (Edge)
  User 157 -> Server 6 (Edge)
  User 158 -> Server 3 (Edge)
  User 159 -> Server 6 (Edge)
  User 160 -> Server 6 (Edge)
  User 161 -> Server 6 (Edge)
  User 162 -> Server 0 (Edge)
  User 163 -> Server 6 (Edge)
  User 164 -> Server 6 (Edge)
  User 165 -> Server 6 (Edge)
  User 166 -> Server 6 (Edge)
